Date,Close,Volume,Open,High,Low
3/7/2012,605.14,"2,538,400",303.39,304.45,301.8
3/8/2012,605.48,"2,700,900",303.88,304.61,302.04
3/9/2012,598.61,"5,361,100",302.84,304.81,298.88
3/12/2012,603.49,"3,350,400",298.88,302.37,298.51
3/13/2012,616.09,"4,508,300",303.24,307.77,301.64
3/14/2012,614.3,"5,895,700",306.35,310.23,305.58
3/15/2012,619.43,"4,888,300",307.15,310.59,306.27
3/16/2012,623.33,"6,123,800",309.29,311.79,308.87
3/19/2012,632.24,"4,361,800",310.4,317.45,309.46
3/20/2012,631.76,"3,092,400",314.28,316.84,312.46
3/21/2012,638.23,"4,957,600",316.12,322.49,315.07
3/22/2012,644.28,"4,838,400",318.06,323.19,314.32
3/23/2012,640.83,"3,894,800",322.09,323.04,319.25
3/26/2012,647.55,"3,651,900",321.3,323.53,318.58
3/27/2012,645.25,"4,029,400",322.31,325.53,321.2
3/28/2012,653.96,"5,096,700",324.8,328.07,324.32
3/29/2012,646.63,"3,862,900",325.5,327.07,320.95
3/30/2012,639.48,"4,638,700",324.66,325.52,319.3
4/2/2012,645.15,"4,585,400",319.19,322.54,316.23
4/3/2012,640.86,"4,105,000",321.5,322.77,318.13
4/4/2012,633.41,"3,267,300",318.03,318.31,314.37
4/5/2012,630.59,"4,654,700",314.94,317.03,313.11
4/9/2012,629.11,"4,381,600",313.07,316.48,311.48
4/10/2012,625.14,"4,982,500",315.58,316.07,311.11
4/11/2012,634.22,"4,414,300",315.8,316.81,314.47
4/12/2012,649.23,"11,556,300",319.98,325.35,318.93
4/13/2012,622.89,"16,379,700",322.57,323.28,310.61
4/16/2012,604.41,"11,426,700",310.34,310.74,299.71
4/17/2012,607.9,"6,070,400",303.14,307.69,302.37
4/18/2012,605.79,"5,358,900",302.89,305.26,300.28
4/19/2012,597.66,"6,613,800",301.71,306.98,298.38
4/20/2012,594.43,"6,139,700",301,303.29,296.8
4/23/2012,595.96,"4,411,900",295.34,298.11,294
4/24/2012,599.62,"3,872,600",298,302.18,297.54
4/25/2012,608.05,"3,655,800",300.87,304.53,300.31
4/26/2012,613.78,"4,200,600",304.31,307.85,303.71
4/27/2012,613.3,"3,284,900",306.36,307.22,304.16
4/30/2012,603.19,"4,832,600",305.35,306.89,299.18
5/1/2012,602.78,"4,019,600",300.77,304.66,298.97
5/2/2012,605.6,"3,235,000",299.48,302.92,299.18
5/3/2012,609.35,"3,749,900",303.67,306.27,303.34
5/4/2012,595.34,"4,431,300",301.83,302.81,297.29
5/7/2012,605.89,"4,003,800",296.39,304.14,296.39
5/8/2012,611.11,"5,374,600",301.63,307.3,299.23
5/9/2012,607.48,"4,675,000",302.28,307.04,299.78
5/10/2012,611.98,"3,083,200",305.34,306.94,303.98
5/11/2012,603.57,"4,214,400",304.04,306.13,301.26
5/14/2012,602.35,"3,662,400",299.27,303.11,299.17
5/15/2012,609.44,"4,219,900",301.54,306.35,300.75
5/16/2012,627.21,"9,706,300",307.83,313.87,306.82
5/17/2012,621.34,"6,732,700",315.73,317.73,309.46
5/18/2012,598.76,"11,991,700",311.38,315.03,297.24
5/21/2012,612.43,"6,173,800",299.13,306.7,298.88
5/22/2012,599.16,"6,126,600",305.57,305.76,296.89
5/23/2012,607.79,"6,379,900",299.7,303.66,297.45
5/24/2012,602.01,"3,796,600",303.44,304.82,298.32
5/25/2012,589.91,"7,190,500",299.38,299.74,293.04
5/29/2012,592.71,"5,230,900",296.79,298.45,293.06
5/30/2012,586.62,"3,827,600",292.98,294.84,290.68
5/31/2012,579.27,"5,958,800",293.26,293.9,288.42
6/1/2012,569.42,"6,138,700",284.83,285.26,283.11
6/4/2012,577.01,"4,883,500",284.05,289.16,283.94
6/5/2012,568.85,"4,697,200",286.65,287.99,282.18
6/6/2012,578.98,"4,207,200",287.16,289.9,285.73
6/7/2012,576.65,"3,530,100",292.7,292.85,287.55
6/8/2012,578.86,"2,831,300",286.85,289.42,286.22
6/11/2012,566.94,"5,342,100",291.01,291.57,282.29
6/12/2012,563.55,"6,472,500",283.82,284.09,278.25
6/13/2012,559.55,"3,923,000",279.81,282.44,278.3
6/14/2012,557.52,"4,707,200",279.6,281.48,277.22
6/15/2012,562.96,"6,024,800",279.12,281.21,277.5
6/18/2012,569.29,"5,012,400",280.26,286.03,278.58
6/19/2012,579.94,"4,167,900",285.72,291.05,285.49
6/20/2012,575.93,"4,710,800",288.82,288.92,285.68
6/21/2012,563.66,"4,037,600",288.84,288.84,280.81
6/22/2012,569.92,"4,472,400",282.94,284.67,281.85
6/25/2012,559.16,"3,174,900",282.61,282.98,277.63
6/26/2012,563.13,"2,710,500",280.33,282.24,278.7
6/27/2012,567.74,"3,397,200",282.79,285.92,281.95
6/28/2012,562.76,"3,856,100",281.89,282.06,277.56
6/29/2012,578.48,"5,057,800",286.41,288.98,285.03
7/2/2012,578.88,"3,323,300",289.82,290.41,287.17
7/3/2012,586.22,"2,387,800",288.92,293.11,287.92
7/5/2012,594.29,"4,709,200",293.28,298.91,293.17
7/6/2012,584.38,"4,339,700",295.12,295.65,290.32
7/9/2012,584.41,"3,443,000",291.38,293.2,289.54
7/10/2012,580.11,"3,860,500",293.99,295.11,288.29
7/11/2012,569.63,"7,024,700",287.07,287.85,281.42
7/12/2012,568.92,"4,636,800",282.5,284.9,280
7/13/2012,574.94,"3,966,700",285.01,288.49,283.21
7/16/2012,573.35,"2,936,100",287.11,288.51,284.82
7/17/2012,575.15,"3,372,700",288.14,289.25,283.14
7/18/2012,579.17,"3,107,900",287.41,290.76,286.99
7/19/2012,591.44,"9,384,300",291.98,298.12,291.91
7/20/2012,609.15,"12,975,800",303.24,305.33,297.97
7/23/2012,613.82,"7,150,000",299.12,308.02,298.01
7/24/2012,605.91,"4,033,800",306.35,307.81,301.04
7/25/2012,606.33,"3,659,600",303.02,305.54,301.55
7/26/2012,611.68,"3,382,900",306.35,307.28,303.88
7/27/2012,633.22,"7,125,900",308.29,316.31,307.6
7/30/2012,630.57,"4,389,700",316.84,320.1,313.57
7/31/2012,631.24,"3,745,100",312.96,317.06,312.94
8/1/2012,630.95,"3,702,900",317.46,318.56,314.51
8/2/2012,627.03,"3,970,100",311.59,317.82,310.54
8/3/2012,639.57,"3,808,300",318.81,320.66,316.88
8/6/2012,641.06,"3,578,000",318.61,323.48,318.42
8/7/2012,638.79,"3,978,300",319.7,320.93,317.05
8/8/2012,640.47,"2,654,200",318.33,321.73,318.06
8/9/2012,640.59,"2,148,500",321.05,321.98,319.56
8/10/2012,640.24,"2,879,800",318.1,319.92,316.88
8/13/2012,658.2,"6,560,200",322.5,328.84,322.13
8/14/2012,666.83,"7,350,800",328.39,335.17,328.27
8/15/2012,665.71,"4,839,400",333.89,335.87,330.81
8/16/2012,671.03,"3,448,200",332.51,336.06,332.29
8/17/2012,675.29,"4,371,600",335.8,337.36,334.6
8/20/2012,673.69,"3,529,300",336.49,338.17,335.07
8/21/2012,667.68,"4,461,000",335.3,337.73,329.85
8/22/2012,675.33,"3,832,600",332.44,339.03,332.11
8/23/2012,674.95,"3,581,700",335.88,338.97,334.25
8/24/2012,676.77,"2,863,800",336.54,338.95,335.78
8/27/2012,667.39,"5,246,900",330.26,334.75,328.39
8/28/2012,675.4,"4,132,600",331.26,337.54,331.13
8/29/2012,686.13,"6,002,900",337.42,343.21,336.81
8/30/2012,679.81,"3,265,900",340.84,342.41,338.82
8/31/2012,683.21,"4,270,000",340.72,343,338.75
9/4/2012,679.18,"3,793,200",341,341.22,335.49
9/5/2012,678.86,"3,429,100",338.73,341.97,338.3
9/6/2012,697.49,"6,109,700",341.7,348.64,341.09
9/7/2012,704.22,"6,490,100",348.69,354.8,347.53
9/10/2012,698.85,"5,139,100",353.55,355.07,347.89
9/11/2012,690.29,"3,761,500",347.68,349.02,344.21
9/12/2012,688.99,"5,304,300",343.42,346.16,339.17
9/13/2012,704.11,"5,337,900",345.25,353.18,343.98
9/14/2012,707.74,"5,256,500",353.48,355.17,352.18
9/17/2012,708.04,"3,027,800",352.73,355.11,351.18
9/18/2012,716.31,"4,149,000",352.57,357.99,352.07
9/19/2012,725.51,"6,219,700",357.41,362.92,356.87
9/20/2012,726.13,"5,836,500",360.88,364.32,359.26
9/21/2012,731.98,"12,765,800",364.74,366.09,363.7
9/24/2012,747.33,"7,154,200",364.14,373.62,363.76
9/25/2012,747.11,"12,162,400",375.12,381.02,372.43
9/26/2012,751.4,"11,388,200",373.52,379.2,369.12
9/27/2012,754.43,"7,891,600",378.56,380,374.42
9/28/2012,752.43,"5,587,700",375.67,378.23,374.17
10/1/2012,759.69,"6,359,700",378.11,381.07,376.69
10/2/2012,754.92,"5,601,200",381.17,381.56,373.73
10/3/2012,760.41,"4,433,100",376.45,380.53,374.7
10/4/2012,765.95,"4,926,700",379.95,383.51,378.28
10/5/2012,765.55,"5,492,200",383.92,385.74,381.08
10/8/2012,755.77,"3,931,800",379.08,380.36,375.67
10/9/2012,742.05,"6,028,900",378.42,379.24,369.88
10/10/2012,742.52,"4,095,000",369.54,372.37,367.77
10/11/2012,749.42,"4,785,600",375.04,377.83,373.74
10/12/2012,742.71,"4,826,400",374.52,376.03,370.66
10/15/2012,738.95,"6,060,700",369.58,370.53,363.99
10/16/2012,742.66,"4,131,800",368.68,372.1,366.85
10/17/2012,753.42,"4,602,900",370.59,376.76,368.75
10/18/2012,693.1,"24,977,900",376.36,378.29,336.74
10/19/2012,679.92,"23,050,400",351.47,352.03,334.75
10/22/2012,676.81,"8,141,500",339.23,341.04,333.6
10/23/2012,678.49,"5,855,000",334.75,342.38,334.75
10/24/2012,675.45,"5,011,600",342.12,342.22,336.37
10/25/2012,675.9,"4,820,100",338.73,339.73,335.5
10/26/2012,673.3,"3,916,200",336.99,340.24,334.35
10/31/2012,678.44,"3,085,400",338.66,339.23,336.24
11/1/2012,685.71,"4,115,500",338.48,344.16,338.09
11/2/2012,686.04,"4,666,100",346.1,346.48,342.4
11/5/2012,681.09,"3,283,900",340.97,342.15,336.52
11/6/2012,679.85,"3,177,300",341.46,341.97,337.51
11/7/2012,665.29,"4,481,200",336.24,337.85,332
11/8/2012,650.5,"5,213,300",333.85,334.49,324.4
11/9/2012,661.21,"6,251,500",326.1,332.92,323.94
11/12/2012,664.08,"2,822,300",330.64,333.65,329.2
11/13/2012,657.25,"3,200,200",330.26,332.55,327.89
11/14/2012,650.76,"3,349,200",329.1,329.85,324.04
11/15/2012,645.49,"3,711,500",323.79,328.77,320.75
11/16/2012,645.41,"6,902,000",321.79,325.29,316.81
11/19/2012,666.38,"4,754,100",326.63,333.21,326.54
11/20/2012,668.14,"4,192,900",333.5,337.73,331.04
11/21/2012,664.05,"4,240,200",333.25,333.65,328.97
11/23/2012,666.14,"1,851,800",333.73,333.75,331.81
11/26/2012,659.34,"4,425,700",331.98,332.25,328.28
11/27/2012,668.87,"5,036,100",328.85,336.24,327.77
11/28/2012,681.8,"6,106,700",332.76,341.18,330.71
11/29/2012,690,"5,573,700",342.61,345.65,339.73
11/30/2012,696.46,"6,350,800",344.36,348.3,341.56
12/3/2012,693.35,"4,401,300",349.81,351.63,345.76
12/4/2012,689.14,"3,998,200",346.2,346.46,341.57
12/5/2012,685.94,"3,738,700",344.78,345.95,339.89
12/6/2012,689.24,"2,935,500",342.51,346.51,340.98
12/7/2012,682.34,"3,852,900",346.2,347.14,339.94
12/10/2012,683.54,"2,743,600",341.42,344.53,340.62
12/11/2012,694.97,"5,395,200",343.71,349.65,342.58
12/12/2012,695.65,"4,870,100",348.31,350.44,345.45
12/13/2012,700.78,"6,915,500",356.62,356.9,348.47
12/14/2012,700.04,"4,276,100",348.28,352.59,347.91
12/17/2012,718.81,"6,093,400",351.43,359.61,350.7
12/18/2012,719.1,"6,032,300",356.96,363.19,356.19
12/19/2012,718.14,"3,851,500",359.01,360.15,357
12/20/2012,720.38,"3,326,400",360.28,360.97,357.15
12/21/2012,713.67,"7,078,300",355.65,358.07,353.93
12/24/2012,707.56,"1,688,000",355.92,356.25,352.41
12/26/2012,706.93,"2,373,500",352.71,355.11,349.89
12/27/2012,704.36,"3,307,000",352.25,353.1,348
12/28/2012,698.09,"2,814,500",349.53,352.14,348.7
12/31/2012,705.44,"4,009,600",348.69,353.96,346.7
1/2/2013,721.27,"5,101,500",358.37,362.14,356.94
1/3/2013,721.69,"4,653,700",361.11,364.6,359.01
1/4/2013,735.95,"5,547,600",363.31,369.35,362.48
1/7/2013,732.74,"3,323,800",366.35,368.31,363.93
1/8/2013,731.29,"3,364,700",366.4,366.78,360.86
1/9/2013,736.1,"4,064,500",364.77,367.8,362.94
1/10/2013,739.45,"3,685,000",370.03,371.11,365.38
1/11/2013,737.96,"2,579,900",369.61,369.83,366.78
1/14/2013,721.27,"5,749,200",367.12,369.71,359.83
1/15/2013,722.95,"7,884,700",358.32,366.13,354.72
1/16/2013,713.23,"4,061,900",359.85,360.82,355.5
1/17/2013,709.37,"4,439,500",357.51,358.48,354.18
1/18/2013,702.58,"6,477,700",353.85,355.05,349.36
1/22/2013,700.95,"7,613,100",351.01,351.35,346.46
1/23/2013,739.47,"11,862,400",366.62,373.1,366.52
1/24/2013,752.15,"6,790,600",369.24,377,368.87
1/25/2013,751.61,"4,468,400",373.98,377.82,373.72
1/28/2013,748.67,"3,266,300",374.48,376.39,372.55
1/29/2013,751.62,"3,507,200",371.98,377.06,371.88
1/30/2013,751.77,"3,478,900",375.46,379.05,375.05
1/31/2013,753.62,"3,280,500",373.85,377.4,373.72
2/1/2013,773.48,"7,520,100",377.68,386.85,377.63
2/4/2013,756.94,"6,103,700",382.41,383.8,377.72
2/5/2013,763.64,"3,755,300",379.14,384.12,378.32
2/6/2013,768.06,"4,171,700",378.12,385.04,377.83
2/7/2013,771.83,"5,701,600",383.41,387.95,381.32
2/8/2013,783.22,"6,062,700",388.61,391.87,388.32
2/11/2013,780.28,"4,351,800",387.75,390.04,385.43
2/12/2013,778.56,"3,731,900",389.42,392.48,388.23
2/13/2013,780.72,"2,405,200",388.61,391.21,388.53
2/14/2013,785.66,"3,483,500",388.41,392.9,387.43
2/15/2013,790.72,"5,480,000",392.23,395.15,392.07
2/19/2013,804.64,"5,885,500",396.51,401.99,396.16
2/20/2013,790.29,"5,549,000",401.15,402.97,394.42
2/21/2013,793.35,"7,039,000",397.51,401.22,394.13
2/22/2013,797.52,"4,123,100",398.14,399.13,395.42
2/25/2013,788.6,"4,625,000",399.65,402.7,393.77
2/26/2013,787.97,"4,421,500",396.02,396.49,390.74
2/27/2013,797.59,"4,067,300",395.92,400.87,394.08
2/28/2013,799.01,"4,548,500",399.05,401.99,399.02
3/1/2013,803.98,"4,367,000",397.41,402.06,396.59
3/4/2013,819.25,"5,571,900",401.15,409.88,401
3/5/2013,836.3,"8,118,400",412.92,418.51,412.9
3/6/2013,829.1,"5,767,400",418.94,420.42,412.86
3/7/2013,830.32,"4,120,700",415.47,416.75,413.24
3/8/2013,829.24,"5,845,600",415.69,415.9,410.98
3/11/2013,832.53,"3,201,200",414.29,418.28,414.2
3/12/2013,825.34,"4,031,600",413.8,414.39,410.3
3/13/2013,823.05,"3,294,800",412.4,413.79,409.62
3/14/2013,819.29,"3,314,700",411.95,411.95,407.17
3/15/2013,812.07,"6,222,500",407.72,408.62,405.15
3/18/2013,805.58,"3,690,300",401,404.86,399.24
3/19/2013,809.1,"4,212,000",404.11,408.1,401.72
3/20/2013,812.48,"2,938,500",406.89,407.23,404.2
3/21/2013,809.04,"2,966,200",404.13,406.93,403.41
3/22/2013,808.09,"2,987,400",405.85,406.1,403.31
3/25/2013,807.42,"3,436,800",404.69,408.09,401.9
3/26/2013,810.2,"2,392,600",405.23,405.48,402.39
3/27/2013,800.46,"4,342,500",401.83,401.99,399.17
3/28/2013,792.02,"4,592,600",400.49,401.18,395.17
4/1/2013,799,"3,628,100",396.02,399.63,395.14
4/2/2013,810.81,"4,098,200",400.77,405.89,400.5
4/3/2013,803.99,"3,489,900",405.21,405.58,398.84
4/4/2013,792.89,"4,913,400",400.62,401.37,394.17
4/5/2013,780.91,"6,893,400",391.56,392.03,386.75
4/8/2013,772.73,"5,685,300",387.92,388.32,382.77
4/9/2013,775.52,"4,330,700",386.3,390.41,385.11
4/10/2013,788.02,"3,971,900",390,394.7,386.55
4/11/2013,788.23,"4,072,500",394.96,395.07,390.57
4/12/2013,787.89,"3,285,500",394.52,394.57,390
4/15/2013,779.79,"4,924,500",391.51,397.01,387.06
4/16/2013,791.2,"3,496,900",391.83,396.51,390.5
4/17/2013,780.42,"4,089,100",391.91,393.94,387.6
4/18/2013,763.81,"6,669,800",391.21,391.43,379.21
4/19/2013,797.68,"11,649,800",383.14,400.22,381.7
4/22/2013,797.92,"5,788,300",398.81,400.48,386.05
4/23/2013,805.69,"4,601,600",399,406.23,398.69
4/24/2013,811.22,"3,671,800",402.55,407.47,402.49
4/25/2013,806.88,"3,999,200",406.6,406.71,402.31
4/26/2013,799.23,"4,993,900",402.29,402.36,396.8
4/29/2013,816.82,"4,618,800",400.13,409.81,400
4/30/2013,822.31,"4,630,600",407.97,412.27,407.31
5/1/2013,818.18,"2,920,800",410.09,410.82,406.66
5/2/2013,827.34,"4,051,600",408.52,415.72,408
5/3/2013,843.4,"5,044,000",416.92,421.82,416.44
5/6/2013,859.19,"4,298,500",422.55,429.32,422.55
5/7/2013,854.88,"3,932,600",429.89,430.32,423.75
5/8/2013,871.24,"4,955,000",426.9,435.31,424.86
5/9/2013,869.09,"4,417,600",433.79,438.19,432.49
5/10/2013,877.82,"3,809,500",436.02,438.63,434.45
5/13/2013,875.13,"2,907,700",437.8,439.59,435.06
5/14/2013,884.67,"3,170,300",437.11,442.69,436.93
5/15/2013,913.38,"8,001,600",446.08,456.48,445.34
5/16/2013,901.4,"6,443,200",457.78,458.27,449.32
5/17/2013,906.69,"5,604,800",453.31,455.04,448.58
5/20/2013,906.04,"4,562,300",450.81,458.58,450.81
5/21/2013,904.49,"3,980,700",452.31,454.13,447.13
5/22/2013,886.98,"5,140,300",449.59,452.96,441.78
5/23/2013,880.37,"4,567,200",436.86,443.32,435.37
5/24/2013,870.93,"4,610,700",436,437.77,433.88
5/28/2013,878.86,"4,531,900",440.1,444.4,438.56
5/29/2013,865.93,"4,041,800",436.22,437.36,430.53
5/30/2013,868.38,"4,257,200",433.34,437.81,431.59
5/31/2013,868.83,"3,953,500",432.44,436.86,432.14
6/3/2013,865.25,"4,969,900",434.87,435.35,425.91
6/4/2013,856.75,"3,751,100",432.3,433.67,425.44
6/5/2013,857.35,"4,229,300",429.64,433.1,426.96
6/6/2013,862.27,"5,177,400",430.54,431.55,422.03
6/7/2013,877.32,"5,369,200",433.58,438.36,431.04
6/10/2013,887.78,"4,693,000",439.4,443.84,438.4
6/11/2013,877.4,"3,528,300",440.33,441.84,438.12
6/12/2013,869.59,"4,426,100",441.08,441.35,433.2
6/13/2013,874.6,"4,155,200",432.87,438.19,431.13
6/14/2013,872.64,"4,506,700",438.41,440.7,435.43
6/17/2013,883.82,"4,308,500",437.97,443.05,437.5
6/18/2013,898.15,"4,350,000",442.67,448.82,442.52
6/19/2013,898.21,"5,853,600",449,453.72,447.07
6/20/2013,882.32,"6,769,200",445.33,448.82,440.01
6/21/2013,878.52,"7,994,300",442.51,443.28,434.9
6/24/2013,867.41,"6,056,300",434.31,436.52,430.01
6/25/2013,863.83,"5,125,500",436.99,438.2,430.64
6/26/2013,871.26,"3,676,400",435.24,437.36,433.66
6/27/2013,874.67,"3,867,300",437.76,440.69,436.69
6/28/2013,877.96,"4,716,100",435.82,439.27,435.46
7/1/2013,885.45,"3,462,400",441.57,444.37,440.85
7/2/2013,879.89,"3,797,000",443.44,443.84,437
7/3/2013,884,"2,101,700",438.31,442.92,437.61
7/5/2013,891.04,"3,416,500",443.34,446.03,442.01
7/8/2013,902.61,"3,953,700",447.93,451.44,446.87
7/9/2013,902.76,"3,973,500",453.8,454.77,447.31
7/10/2013,903.51,"3,429,500",450.04,453.87,448.51
7/11/2013,917.72,"5,187,700",454.8,458.69,452.56
7/12/2013,920.47,"5,155,600",458.28,459.78,455.91
7/15/2013,922.16,"3,935,600",460.42,462.27,456.47
7/16/2013,917.09,"3,980,700",461.83,462.25,455.24
7/17/2013,916.04,"3,023,400",458.78,461.7,456.44
7/18/2013,908.19,"7,296,100",457.78,458.28,449.91
7/19/2013,894.15,"14,773,700",441.65,449.79,436.17
7/22/2013,908.21,"5,828,100",449.32,454.63,446.83
7/23/2013,901.33,"4,106,600",453.65,454.8,448.11
7/24/2013,900.43,"4,172,500",451.94,453.45,448.67
7/25/2013,885.27,"6,024,600",445.27,446.75,441.39
7/26/2013,882.93,"3,568,600",441.84,443.33,439.35
7/29/2013,879.85,"3,797,800",440.8,445.74,438.8
7/30/2013,888.48,"3,524,300",441.08,446.13,438.79
7/31/2013,885.32,"4,363,200",444.83,446.58,441.44
8/1/2013,901.74,"4,292,700",445.83,450.59,445.83
8/2/2013,904.09,"3,440,600",450.03,451.81,448.73
8/5/2013,902.52,"2,629,100",451,451.07,447.92
8/6/2013,894.12,"3,023,400",450.66,453.16,446.19
8/7/2013,888.21,"2,768,600",445.85,447.55,442.88
8/8/2013,890.22,"2,987,000",446.07,446.25,440.99
8/9/2013,887.97,"2,657,200",443.62,446.09,443.34
8/12/2013,883.09,"2,764,200",441.79,441.84,439.18
8/13/2013,878.84,"2,850,200",441.76,442.59,436.46
8/14/2013,867.43,"4,179,900",437.54,438.47,431.96
8/15/2013,857.31,"3,752,300",430.61,430.85,427.4
8/16/2013,854.56,"3,362,700",429.03,429.61,426.67
8/19/2013,863.28,"3,635,300",427.25,434.37,427.12
8/20/2013,863.05,"2,475,100",432.55,434.43,430.16
8/21/2013,866.95,"3,527,700",433.7,436.82,431.63
8/22/2013,871.32,"1,746,200",434.72,435.74,433.5
8/23/2013,867.83,"2,162,200",437.28,437.36,433.25
8/26/2013,864.02,"2,112,800",433.38,435.82,431.41
8/27/2013,847.82,"3,481,100",428.2,430.25,422.37
8/28/2013,846.23,"2,669,700",423.54,426.11,422.3
8/29/2013,853.09,"2,968,000",422.95,428.58,422.71
8/30/2013,844.58,"3,737,100",426.28,427.42,421.2
9/3/2013,858.02,"4,110,400",425.58,431.48,425.38
9/4/2013,869.24,"4,097,600",428.57,435.12,425.99
9/5/2013,877.15,"2,592,100",435.12,438.3,434.18
9/6/2013,877.17,"3,134,800",439.57,440.24,435.24
9/9/2013,885.62,"2,478,300",440.21,443.21,439.56
9/10/2013,886.24,"2,584,700",443.35,444.33,440.35
9/11/2013,893.74,"3,233,200",442.61,446.81,441.39
9/12/2013,890.61,"2,199,100",447.02,447.27,443.34
9/13/2013,886.64,"2,660,600",445.58,446.17,440.77
9/16/2013,885.33,"2,682,900",446.43,446.83,440.78
9/17/2013,883.68,"2,528,200",442.05,442.54,438.86
9/18/2013,900.85,"3,883,800",441.52,450.3,439.89
9/19/2013,895.93,"3,207,600",451.3,451.3,446.03
9/20/2013,900.64,"8,723,000",447.52,450.38,446.14
9/23/2013,884.07,"3,568,000",446.4,449.11,440.95
9/24/2013,884.41,"2,984,600",441.59,443.39,439.05
9/25/2013,874.83,"3,310,200",441.62,441.62,436.17
9/26/2013,875.77,"2,529,200",437.51,439.73,435.87
9/27/2013,873.99,"2,527,000",435.78,437.12,434.03
9/30/2013,873.51,"3,457,600",432.92,438.78,432.53
10/1/2013,884.57,"3,382,100",438.48,442.18,438.38
10/2/2013,885.56,"3,001,700",439.72,443.02,437.27
10/3/2013,873.69,"4,249,800",442.34,445.38,434.42
10/4/2013,869.96,"2,726,100",435.87,437.12,433.38
10/7/2013,863.37,"2,596,800",432.11,435.36,430.44
10/8/2013,851.33,"3,901,800",431.04,431.37,424.22
10/9/2013,853.52,"5,322,400",426.54,429.71,419.92
10/10/2013,865.86,"4,527,400",430.31,432.79,428.5
10/11/2013,869.6,"2,828,300",431.4,435.11,431.03
10/14/2013,873.71,"2,496,400",431.71,436.49,431.08
10/15/2013,879.6,"3,195,600",436.24,441.16,435.37
10/16/2013,895.57,"4,030,200",441.28,447.49,440.35
10/17/2013,886.36,"8,545,000",444.83,446.78,441.21
10/18/2013,"1,008.64","23,219,400",486.47,505.83,485.18
10/21/2013,"1,000.55","7,283,700",503.84,507.6,497.91
10/22/2013,"1,004.24","4,433,700",500.62,504.61,496.04
10/23/2013,"1,028.59","5,346,300",498.63,515.44,498.45
10/24/2013,"1,022.74","4,199,700",514.01,518.34,510.49
10/25/2013,"1,012.42","4,076,100",512.49,512.49,503.48
10/28/2013,"1,012.22","2,326,000",505.7,509.8,504.6
10/29/2013,"1,033.40","3,222,000",507.65,516.53,504.86
10/30/2013,"1,027.60","2,658,000",516.78,516.82,511.08
10/31/2013,"1,027.76","3,292,200",512.54,518.82,510.07
11/1/2013,"1,024.23","2,576,100",513.97,516.07,510.64
11/4/2013,"1,023.30","2,286,000",513.82,514.26,509.11
11/5/2013,"1,018.72","2,371,500",508.27,513.9,506.81
11/6/2013,"1,019.95","1,832,600",510.89,511.58,505.79
11/7/2013,"1,005.19","3,371,700",509.4,510.05,501.94
11/8/2013,"1,013.25","2,591,100",502.49,507.35,502.37
11/11/2013,"1,007.82","2,233,500",502.87,506.07,502.12
11/12/2013,"1,009.01","2,445,200",501.97,506.88,500.62
11/13/2013,"1,029.64","3,170,500",501.5,514.5,501.37
11/14/2013,"1,032.40","2,342,100",515.03,517.93,513.25
11/15/2013,"1,030.73","2,562,100",515.5,517.06,513.23
11/18/2013,"1,028.73","3,532,500",515.94,522.41,512.7
11/19/2013,"1,022.39","2,271,600",513.93,515.44,509.61
11/20/2013,"1,019.51","1,934,500",513.05,514.75,508.27
11/21/2013,"1,031.24","2,191,700",511.58,517.22,511.08
11/22/2013,"1,029.06","2,517,700",514.78,516.15,512.69
11/25/2013,"1,043.07","3,238,000",516.64,524.63,515.58
11/26/2013,"1,055.51","4,589,600",522.34,528.77,519.52
11/27/2013,"1,060.20","2,255,500",529.03,532.01,528.02
11/29/2013,"1,056.69","2,394,400",529.1,531.32,527.75
12/2/2013,"1,051.59","2,756,600",529.77,531.18,523.42
12/3/2013,"1,050.38","3,364,700",523.51,529.73,522.55
12/4/2013,"1,055.28","2,392,000",523.72,530,523.04
12/5/2013,"1,054.45","2,275,800",526.63,527.85,523.58
12/6/2013,"1,066.94","2,868,200",532.9,533,528.06
12/9/2013,"1,075.19","2,976,200",533.5,539.13,532.02
12/10/2013,"1,081.69","3,721,600",536.07,544.12,535.82
12/11/2013,"1,074.34","3,436,400",541.67,543.62,535.58
12/12/2013,"1,067.03","3,204,800",537.77,539.45,532.5
12/13/2013,"1,057.89","4,340,900",535.69,536.14,526.97
12/16/2013,"1,070.04","3,216,000",530.01,535.34,529.02
12/17/2013,"1,066.93","3,082,800",534.41,538.36,532.2
12/18/2013,"1,081.78","4,437,100",533.92,540.45,527.54
12/19/2013,"1,083.25","3,343,800",538.37,543.96,537.53
12/20/2013,"1,097.61","6,547,600",542.12,548.53,541.97
12/23/2013,"1,112.05","3,456,000",551.85,555.82,550.5
12/24/2013,"1,108.80","1,473,800",555.4,555.54,551.98
12/26/2013,"1,114.40","2,685,500",554.92,557.41,552.27
12/27/2013,"1,115.34","3,151,100",557.91,558.05,554.39
12/30/2013,"1,106.42","2,481,300",558.08,558.16,552.44
12/31/2013,"1,117.64","2,725,900",554.04,558.41,551.06
1/2/2014,"1,110.07","3,656,400",555.65,556.79,552.06
1/3/2014,"1,101.97","3,345,800",555.42,556.38,550.4
1/6/2014,"1,114.26","3,551,800",554.43,557.34,551.15
1/7/2014,"1,135.74","5,124,300",560.4,567.72,558.49
1/8/2014,"1,138.11","4,501,700",570.86,571.52,564.53
1/9/2014,"1,127.15","4,184,500",569.59,569.97,560.68
